Videos,Code_I,Code_II,Code_III,Code_IV,Notes about movement vs static object,hand movement code was present,object code was present,hand but not object,incorrect orientation/no hand movement code
z035-june-23-22-marius_assemble_start_129.2_end_136.3.mp4,Pitch 360,,,,NaN,TRUE,FALSE,TRUE,TRUE
z099-july-13-22-rashult_assemble_start_371.418_end_378.8.mp4,shaking structure,Slow Movement,,,NaN,TRUE,FALSE,TRUE,TRUE
z101-july-13-22-rashult_assemble_start_929.518_end_938.318.mp4,Finger extension,,,,NaN,TRUE,FALSE,TRUE,TRUE
z018-june-20-22-marius_assemble_start_73.4_end_84.4.mp4,Builder history,,,,NaN,FALSE,FALSE,FALSE,FALSE
z056-june-28-22-knarrevik_assemble_start_26.248_end_33.571.mp4,Builder history,,,,NaN,FALSE,FALSE,FALSE,FALSE
z051-june-27-22-gladom_assemble_start_99.208_end_106.584.mp4,Incorrect subcomponent orientation,Moving closer ,,,object movement,FALSE,TRUE,FALSE,FALSE
z074-july-01-22-rashult_assemble_start_15.204_end_27.704.mp4,Pitch 360,,,,NaN,TRUE,FALSE,TRUE,TRUE
z183-sep-08-22-gladom_assemble_start_61.343999999999994_end_67.3598975586405.mp4,Pick-up wrong piece,,,,NaN,TRUE,FALSE,TRUE,TRUE
z017-june-20-22-rashult_assemble_start_227.623_end_235.206.mp4,Pick-up wrong piece,,,,NaN,TRUE,FALSE,TRUE,TRUE
z023-june-21-22-gladom_assemble_start_30.47058882836002_end_38.8.mp4,Pause full hand,,,,NaN,FALSE,FALSE,FALSE,FALSE
z047-june-25-22-marius_assemble_start_54.202_end_60.702.mp4,Pick-up wrong piece,,,,NaN,TRUE,FALSE,TRUE,TRUE
z081-july-06-22-marius_assemble_start_83.3_end_100.4763782430587.mp4,Pick-up wrong piece,Incorrect subcomponent orientation,,,object movement,TRUE,TRUE,FALSE,TRUE
z019-june-20-22-rashult_assemble_start_119.652_end_126.825.mp4,Reaching with the wrong orientation,,,,NaN,TRUE,FALSE,TRUE,TRUE
z125-aug-10-22-rashult_assemble_start_707.2_end_716.0.mp4,Palm up,Finger extension,Small 1D Gaze Shift,Undo step,error,TRUE,TRUE,FALSE,TRUE
z081-july-06-22-rashult_assemble_start_148.457_end_155.928.mp4,Reaching with the wrong orientation,,,,NaN,TRUE,FALSE,TRUE,TRUE
z074-july-01-22-rashult_assemble_start_745.3_end_752.0.mp4,Inconvenient subcomponent orientation,,,,Neither,FALSE,TRUE,FALSE,FALSE
z035-june-23-22-rashult_assemble_start_295.388_end_302.6.mp4,Reaching with the wrong orientation,Incorrect subcomponent orientation,,,object movement,TRUE,TRUE,FALSE,TRUE
z102-july-13-22-rashult_assemble_start_202.712_end_210.312.mp4,Roll 180,,,,NaN,TRUE,FALSE,TRUE,TRUE
z093-july-11-22-rashult_assemble_start_210.994_end_220.547.mp4,Pause full hand,Yaw 90,,,NaN,TRUE,FALSE,TRUE,TRUE
z030-june-22-22-gladom_assemble_start_33.0_end_39.9.mp4,Changing angle between pieces ,Small 1D Gaze Shift,,,NaN,TRUE,FALSE,TRUE,TRUE
z079-july-05-22-knarrevik_assemble_start_786.2_end_794.9.mp4,Pause empty hand,Moving farther back,,,NaN,FALSE,FALSE,FALSE,FALSE
z187-sep-09-22-rashult_assemble_start_173.0_end_179.367.mp4,Roll 180,Pitch 90 ,,,NaN,TRUE,FALSE,TRUE,TRUE
z155-aug-26-22-marius_assemble_start_75.669_end_82.569.mp4,Incorrect subcomponent placement,,,,error,FALSE,TRUE,FALSE,FALSE
z067-june-29-22-gladom_assemble_start_25.077_end_34.979.mp4,Pick-up wrong piece,Touching pieces together,,,NaN,TRUE,FALSE,TRUE,TRUE
z142-aug-17-22-marius_assemble_start_11.100000000000001_end_16.9.mp4,Pause empty hand,,,,NaN,FALSE,FALSE,FALSE,FALSE
z136-aug-13-22-gladom_assemble_start_74.468_end_80.6.mp4,No apparent Cue,,,,NaN,FALSE,FALSE,FALSE,FALSE
z078-july-01-22-knarrevik_assemble_start_71.012_end_77.954.mp4,Reaching with the wrong orientation,,,,NaN,TRUE,FALSE,TRUE,TRUE
z074-july-01-22-rashult_assemble_start_897.3_end_908.8.mp4,Pause full hand,,,,NaN,FALSE,FALSE,FALSE,FALSE
z190-sep-10-22-rashult_assemble_start_397.4_end_407.4.mp4,Pause full hand,Incorrect subcomponent placement,,,object movement,FALSE,TRUE,FALSE,FALSE
z146-aug-19-22-marius_assemble_start_96.808_end_103.408.mp4,Pause full hand,Grasp wrong piece ,,,NaN,FALSE,FALSE,FALSE,FALSE
z014-june-17-22-gladom_assemble_start_282.6_end_290.2.mp4,Inconvenient subcomponent placement,,,,error,FALSE,TRUE,FALSE,FALSE
z074-july-01-22-rashult_assemble_start_218.1_end_228.0.mp4,Roll 90 ,,,,NaN,TRUE,FALSE,TRUE,TRUE
z020-june-20-22-gladom_assemble_start_88.0_end_95.7.mp4,Looking around,Small 1D Gaze Shift,,,NaN,FALSE,FALSE,FALSE,FALSE
z210-sep-29-22-marius_assemble_start_113.678_end_120.159.mp4,Looking around,Increase Proximity to Gaze,Pitch 180,,NaN,TRUE,FALSE,TRUE,TRUE
z210-sep-29-22-marius_assemble_start_109.796_end_116.041.mp4,shaking structure,Fixate on piece,,,NaN,TRUE,FALSE,TRUE,TRUE
z210-sep-29-22-marius_assemble_start_104.394_end_113.257.mp4,shaking structure,Yaw 180,,,NaN,TRUE,FALSE,TRUE,TRUE
z210-sep-29-22-marius_assemble_start_85.1_end_91.22744971634862.mp4,Builder history,,,,NaN,FALSE,FALSE,FALSE,FALSE
z210-sep-29-22-marius_assemble_start_42.1_end_49.669.mp4,Moving closer ,Fixate on piece,,,NaN,FALSE,FALSE,FALSE,FALSE
z210-sep-29-22-marius_assemble_start_35.031_end_40.943.mp4,Moving closer ,,,,NaN,FALSE,FALSE,FALSE,FALSE
z210-sep-29-22-marius_assemble_start_12.045000000000002_end_19.329.mp4,No apparent Cue,,,,NaN,FALSE,FALSE,FALSE,FALSE
z210-sep-29-22-marius_assemble_start_2.037373229658428_end_10.719272662355694.mp4,No apparent Cue,,,,NaN,FALSE,FALSE,FALSE,FALSE
z208-sep-27-22-rashult_assemble_start_631.2_end_640.8.mp4,Missing Tool,,,,NaN,FALSE,FALSE,FALSE,FALSE
z208-sep-27-22-rashult_assemble_start_483.6_end_490.118.mp4,Inconvenient subcomponent orientation,,,,object movement,FALSE,TRUE,FALSE,FALSE
z208-sep-27-22-rashult_assemble_start_477.1_end_483.982.mp4,Small 1D Gaze Shift,,,,NaN,FALSE,FALSE,FALSE,FALSE
z208-sep-27-22-rashult_assemble_start_378.35_end_385.311.mp4,Pause empty hand,Incorrect subcomponent orientation,,,object movement,FALSE,TRUE,FALSE,FALSE
z208-sep-27-22-rashult_assemble_start_373.1_end_382.018.mp4,Large 1D Gaze Shift,,,,NaN,FALSE,FALSE,FALSE,FALSE
z208-sep-27-22-rashult_assemble_start_369.1_end_377.959.mp4,Retract from right contact,Small 1D Gaze Shift,,,NaN,TRUE,FALSE,TRUE,TRUE
z208-sep-27-22-rashult_assemble_start_352.4_end_359.0.mp4,shaking piece ,,,,NaN,TRUE,FALSE,TRUE,TRUE
z208-sep-27-22-rashult_assemble_start_333.194_end_339.976.mp4,Small 1D Gaze Shift,Looking around,,,NaN,FALSE,FALSE,FALSE,FALSE
z208-sep-27-22-rashult_assemble_start_253.065_end_260.559.mp4,No apparent Cue,,,,NaN,FALSE,FALSE,FALSE,FALSE
z208-sep-27-22-rashult_assemble_start_241.982_end_249.4.mp4,Pause empty hand,Small 1D Gaze Shift,,,NaN,FALSE,FALSE,FALSE,FALSE
z208-sep-27-22-rashult_assemble_start_186.4_end_193.3.mp4,Pause empty hand,Small 1D Gaze Shift,,,NaN,FALSE,FALSE,FALSE,FALSE
z208-sep-27-22-rashult_assemble_start_145.682_end_153.5.mp4,Looking away,,,,NaN,FALSE,FALSE,FALSE,FALSE
z208-sep-27-22-rashult_assemble_start_108.1_end_116.6.mp4,Pause full hand,,,,NaN,FALSE,FALSE,FALSE,FALSE
z208-sep-27-22-rashult_assemble_start_103.304_end_109.976.mp4,Pause full hand,Fixate on piece,Roll 180,,NaN,TRUE,FALSE,TRUE,TRUE
z208-sep-27-22-rashult_assemble_start_99.293_end_106.094.mp4,Pitch 180,Roll 90 ,Grasp wrong piece ,Retract from wrong contact,NaN,TRUE,FALSE,TRUE,TRUE
z208-sep-27-22-rashult_assemble_start_71.812_end_80.0.mp4,Increase Proximity to Gaze,Pause empty hand,,,NaN,TRUE,FALSE,TRUE,TRUE
z208-sep-27-22-rashult_assemble_start_58.556_end_65.141.mp4,Retract from wrong reach,Pause full hand,,,NaN,TRUE,FALSE,TRUE,TRUE
z208-sep-27-22-rashult_assemble_start_28.546999999999997_end_35.912.mp4,Pause empty hand,,,,NaN,FALSE,FALSE,FALSE,FALSE
z208-sep-27-22-rashult_assemble_start_11.782_end_19.635.mp4,Grasp wrong piece ,Pitch 180,Pause full hand,,NaN,TRUE,FALSE,TRUE,TRUE
z208-sep-27-22-gladom_assemble_start_96.025_end_101.375.mp4,Pause empty hand,Small 1D Gaze Shift,,,NaN,FALSE,FALSE,FALSE,FALSE
z208-sep-27-22-gladom_assemble_start_23.619_end_29.854.mp4,Incorrect subcomponent orientation,,,,object movement,FALSE,TRUE,FALSE,FALSE
z208-sep-27-22-gladom_assemble_start_10.012199183801602_end_16.3071991838016.mp4,Pause empty hand,Grasp wrong piece ,,,NaN,FALSE,FALSE,FALSE,FALSE
z205-sep-25-22-rashult_assemble_start_508.592_end_517.192.mp4,Pause full hand,Large 1D Gaze Shift,Fixate on piece,,NaN,FALSE,FALSE,FALSE,FALSE
z201-sep-22-22-gladom_assemble_start_174.303_end_182.019.mp4,Pick-up wrong piece,Roll 180,,,NaN,TRUE,FALSE,TRUE,TRUE
z200-sep-22-22-gladom_assemble_start_94.026_end_100.548.mp4,Pick-up wrong piece,,,,NaN,TRUE,FALSE,TRUE,TRUE
z196-sep-17-22-gladom_assemble_start_63.236000000000004_end_69.812.mp4,Looking around,Fixate on piece,,,NaN,FALSE,FALSE,FALSE,FALSE
z194-sep-16-22-knarrevik_assemble_start_289.053_end_298.153.mp4,Inconvenient subcomponent orientation,,,,error,FALSE,TRUE,FALSE,FALSE
z194-sep-16-22-knarrevik_assemble_start_19.1_end_30.5.mp4,Inconvenient subcomponent orientation,,,,Neither,FALSE,TRUE,FALSE,FALSE
z194-sep-16-22-knarrevik_assemble_start_9.229_end_18.529.mp4,Pitch 180,,,,NaN,TRUE,FALSE,TRUE,TRUE
z194-sep-16-22-gladom_assemble_start_15.3_end_23.80980381584405.mp4,Incorrect subcomponent orientation,,,,error,FALSE,TRUE,FALSE,FALSE
z191-sep-11-22-marius_assemble_start_144.773_end_151.773.mp4,Pause empty hand,Moving farther back,,,NaN,FALSE,FALSE,FALSE,FALSE
z191-sep-11-22-marius_assemble_start_92.282_end_101.682.mp4,shaking structure,Pause full hand,,,NaN,TRUE,FALSE,TRUE,TRUE
z191-sep-11-22-marius_assemble_start_75.0_end_82.3.mp4,Inconvenient subcomponent placement,,,,object movement,FALSE,TRUE,FALSE,FALSE
z191-sep-11-22-gladom_assemble_start_129.0_end_135.24221614618847.mp4,Reaching with the wrong orientation,,,,NaN,TRUE,FALSE,TRUE,TRUE
z190-sep-10-22-gladom_assemble_start_31.299999999999997_end_38.5.mp4,Pause full hand,Finger extension,Changing angle between pieces ,,NaN,TRUE,FALSE,TRUE,TRUE
z190-sep-10-22-gladom_assemble_start_41.929_end_51.142.mp4,Inconvenient subcomponent orientation,Reaching towards wrong piece ,,,error,TRUE,TRUE,FALSE,TRUE
z186-sep-09-22-gladom_assemble_start_118.061_end_124.645.mp4,Incorrect subcomponent orientation,Yaw 360,,,error,TRUE,TRUE,FALSE,TRUE
z186-sep-09-22-gladom_assemble_start_73.509_end_83.4.mp4,Inconvenient subcomponent orientation,,,,both,FALSE,TRUE,FALSE,FALSE
z185-sep-09-22-gladom_assemble_start_162.401_end_173.176.mp4,Reaching with the wrong orientation,Incorrect subcomponent orientation,,,object movement,TRUE,TRUE,FALSE,TRUE
z184-sep-08-22-marius_assemble_start_216.829_end_225.151.mp4,shaking structure,,,,NaN,TRUE,FALSE,TRUE,TRUE
z184-sep-08-22-marius_assemble_start_59.620000000000005_end_68.169.mp4,Pause full hand,Fixate on piece,,,NaN,FALSE,FALSE,FALSE,FALSE
z048-june-25-22-marius_assemble_start_54.1_end_65.3.mp4,Fixate on piece,Retract from right contact,,,NaN,TRUE,FALSE,TRUE,TRUE
z116-aug-05-22-knarrevik_assemble_start_61.997_end_72.467.mp4,Moving closer ,Looking around,Retract from right contact,,NaN,TRUE,FALSE,TRUE,TRUE
z142-aug-17-22-marius_assemble_start_107.3_end_113.618.mp4,shaking structure,Pause full hand,,,NaN,TRUE,FALSE,TRUE,TRUE
z146-aug-19-22-marius_assemble_start_101.133_end_107.835.mp4,Pause full hand,,,,NaN,FALSE,FALSE,FALSE,FALSE
z109-july-27-22-rashult_assemble_start_37.1_end_51.3.mp4,Pause full hand,Pitch 90 ,Fixate on piece,,NaN,TRUE,FALSE,TRUE,TRUE
z067-june-29-22-marius_assemble_start_260.242_end_266.5.mp4,Pause empty hand,,,,NaN,FALSE,FALSE,FALSE,FALSE
z098-july-12-22-gladom_assemble_start_72.355_end_80.0.mp4,Small 1D Gaze Shift,,,,NaN,FALSE,FALSE,FALSE,FALSE
z142-aug-17-22-marius_assemble_start_90.81_end_97.516.mp4,Moving farther back,Pause full hand,,,NaN,FALSE,FALSE,FALSE,FALSE
z099-july-13-22-rashult_assemble_start_198.84_end_210.41.mp4,Reaching with the wrong orientation,,,,NaN,TRUE,FALSE,TRUE,TRUE
z021-june-20-22-knarrevik_assemble_start_34.349_end_48.0.mp4,Pause full hand,Pitch 90 ,,,NaN,TRUE,FALSE,TRUE,TRUE
z042-june-24-22-gladom_assemble_start_94.225_end_102.05931742667929.mp4,Missing Tool,,,,NaN,FALSE,FALSE,FALSE,FALSE
z114-aug-03-22-marius_assemble_start_20.778_end_28.678.mp4,Increase Proximity to Gaze,Fixate on piece,Roll 360,,NaN,TRUE,FALSE,TRUE,TRUE
z017-june-20-22-rashult_assemble_start_444.312_end_452.012.mp4,Builder history,,,,NaN,FALSE,FALSE,FALSE,FALSE
z102-july-13-22-rashult_assemble_start_51.447_end_59.4.mp4,Builder history,,,,NaN,FALSE,FALSE,FALSE,FALSE
z051-june-27-22-gladom_assemble_start_208.518_end_215.694.mp4,Missing Tool,Moving closer ,,,NaN,FALSE,FALSE,FALSE,FALSE
z136-aug-13-22-knarrevik_assemble_start_83.687_end_89.862.mp4,Missing Tool,,,,NaN,FALSE,FALSE,FALSE,FALSE
z042-june-24-22-marius_assemble_start_46.2_end_56.5.mp4,Pause full hand,,,,NaN,FALSE,FALSE,FALSE,FALSE
z169-sep-02-22-gladom_assemble_start_8.113201743208116_end_17.24.mp4,Roll 90 ,Pitch 90 ,Increase Proximity to Gaze,,NaN,TRUE,FALSE,TRUE,TRUE
z023-june-21-22-marius_assemble_start_306.069_end_313.522.mp4,No apparent Cue,,,,NaN,FALSE,FALSE,FALSE,FALSE
z113-aug-03-22-marius_assemble_start_44.239_end_51.884.mp4,Pause full hand,,,,NaN,FALSE,FALSE,FALSE,FALSE
z096-july-12-22-rashult_assemble_start_5.4_end_14.8.mp4,Pick-up wrong piece,Pitch 180,,,NaN,TRUE,FALSE,TRUE,TRUE
z142-aug-17-22-marius_assemble_start_93.898_end_99.998.mp4,Pause full hand,shaking structure,,,NaN,TRUE,FALSE,TRUE,TRUE
z112-aug-03-22-rashult_assemble_start_185.212_end_196.372.mp4,Increase Proximity to Gaze,Fixate on piece,Pitch 180,,NaN,TRUE,FALSE,TRUE,TRUE
z069-june-29-22-marius_assemble_start_94.95_end_101.45.mp4,No apparent Cue,,,,NaN,FALSE,FALSE,FALSE,FALSE
z014-june-17-22-gladom_assemble_start_69.3_end_83.5.mp4,Pause full hand,,,,NaN,FALSE,FALSE,FALSE,FALSE
z150-aug-22-22-rashult_assemble_start_418.174_end_424.254.mp4,No apparent Cue,,,,NaN,FALSE,FALSE,FALSE,FALSE
z201-sep-22-22-rashult_assemble_start_458.5_end_468.5.mp4,Pause full hand,Large 1D Gaze Shift,,,NaN,FALSE,FALSE,FALSE,FALSE
z031-june-22-22-marius_assemble_start_128.544_end_138.557.mp4,Moving farther back,Pause empty hand,Fixate on piece,,NaN,FALSE,FALSE,FALSE,FALSE
z187-sep-09-22-rashult_assemble_start_475.723_end_486.682.mp4,Incorrect subcomponent placement,Pick-up wrong piece,,,error,TRUE,TRUE,FALSE,TRUE
z187-sep-09-22-marius_assemble_start_8.088_end_14.236.mp4,Small 1D Gaze Shift,Pick-up wrong piece,,,NaN,TRUE,FALSE,TRUE,TRUE
z017-june-20-22-rashult_assemble_start_1029.2_end_1039.7.mp4,Inconvenient subcomponent orientation,,,,error,FALSE,TRUE,FALSE,FALSE
z071-june-29-22-gladom_assemble_start_63.3_end_71.11.mp4,Pick-up wrong piece,Yaw 360,Fixate on piece,Increase Proximity to Gaze,NaN,TRUE,FALSE,TRUE,TRUE
z102-july-13-22-rashult_assemble_start_38.944_end_49.265.mp4,Fixate on piece,Pitch 180,Yaw 180,,NaN,TRUE,FALSE,TRUE,TRUE
z019-june-20-22-rashult_assemble_start_414.693_end_424.075.mp4,Incorrect subcomponent placement,,,,error,FALSE,TRUE,FALSE,FALSE
z161-aug-29-22-gladom_assemble_start_52.661_end_59.261.mp4,Small 1D Gaze Shift,Pause full hand,,,NaN,FALSE,FALSE,FALSE,FALSE
z194-sep-16-22-marius_assemble_start_188.134_end_194.132.mp4,Pause empty hand,,,,NaN,FALSE,FALSE,FALSE,FALSE
z198-sep-18-22-rashult_assemble_start_373.81_end_383.81.mp4,Retract from right contact,Incorrect subcomponent placement,,,object movement,TRUE,TRUE,FALSE,TRUE
z117-aug-05-22-rashult_assemble_start_259.1_end_269.4.mp4,Pause full hand,Small 1D Gaze Shift,Looking around,,NaN,FALSE,FALSE,FALSE,FALSE
z019-june-20-22-rashult_assemble_start_420.934_end_426.467.mp4,Incorrect subcomponent placement,,,,error,FALSE,TRUE,FALSE,FALSE
z155-aug-26-22-marius_assemble_start_69.233_end_76.533.mp4,Retract from right contact,,,,NaN,TRUE,FALSE,TRUE,TRUE
z015-june-17-22-rashult_assemble_start_268.2_end_276.6.mp4,Grasp wrong piece ,,,,NaN,FALSE,FALSE,FALSE,FALSE
z122-aug-09-22-knarrevik_assemble_start_6.1_end_14.3.mp4,Roll 180,Pitch 90 ,Incorrect subcomponent orientation,,object movement,TRUE,TRUE,FALSE,TRUE
z056-june-28-22-knarrevik_assemble_start_56.494_end_64.324.mp4,Incorrect subcomponent orientation,Touching pieces together,,,error,TRUE,TRUE,FALSE,TRUE
z017-june-20-22-rashult_assemble_start_63.435_end_70.491.mp4,Pick-up wrong piece,,,,NaN,TRUE,FALSE,TRUE,TRUE
z019-june-20-22-rashult_assemble_start_617.117_end_623.316.mp4,Reaching with the wrong orientation,,,,NaN,TRUE,FALSE,TRUE,TRUE
z117-aug-05-22-rashult_assemble_start_171.3_end_183.3.mp4,Reaching towards wrong piece ,,,,NaN,TRUE,FALSE,TRUE,TRUE
z187-sep-09-22-rashult_assemble_start_293.464_end_301.5.mp4,Pick-up wrong piece,,,,NaN,TRUE,FALSE,TRUE,TRUE
z057-june-28-22-rashult_assemble_start_832.976_end_841.506.mp4,Inconvenient subcomponent placement,,,,error,FALSE,TRUE,FALSE,FALSE
z108-july-26-22-gladom_assemble_start_168.81576586816814_end_174.93164550910933.mp4,Reaching with the wrong orientation,,,,NaN,TRUE,FALSE,TRUE,TRUE
z074-july-01-22-rashult_assemble_start_182.194_end_191.494.mp4,Retract from right contact,,,,NaN,TRUE,FALSE,TRUE,TRUE
z178-sep-05-22-knarrevik_assemble_start_457.867_end_467.567.mp4,Fixate on piece,Pause full hand,Inconvenient subcomponent orientation,,object movement,FALSE,TRUE,FALSE,FALSE
